"Feature","Gain","Cover","Frequency"
"ctrx_quarter_normalizado_min3",0.0951725907082479,0.00882194940867826,0.00477210751850409
"ctrx_quarter_normalizado",0.0641288272990258,0.00862691248707291,0.00710946630307752
"ctrx_quarter",0.056051131683844,0.00698336464634152,0.00467471756914686
"mpayroll_sobre_edad",0.0275207659303457,0.0264709501981755,0.00623295675886249
"mcuentas_saldo",0.0244606020877115,0.0108581098730157,0.00710946630307752
"mpasivos_margen",0.0232684129427487,0.0047027879817085,0.00428515777171796
"mcomisiones_mantenimiento_tend6",0.0213457002593675,0.007576482333943,0.00662251655629139
"cpayroll_trx",0.0208130255979552,0.00800667378967074,0.00282430853135956
"mcuentas_saldo_max3",0.0207549211537168,0.00160967953380297,0.00301908843007402
"ccomisiones_mantenimiento_tend6",0.0179769273493857,0.00449897273865911,0.00350603817686015
"mprestamos_personales_min3",0.0174897054375533,0.00353226375133697,0.00165562913907285
"ctrx_quarter_normalizado_avg3",0.0147064081588086,0.00422018047535607,0.00223996883521621
"mprestamos_personales",0.0124109407387699,0.0127901119893626,0.00340864822750292
"mpasivos_margen_max3",0.0121639081164682,0.00132448173227158,0.00165562913907285
"vm_status01_delta1",0.010692790476241,0.000532601951061522,0.000194779898714453
"ctrx_quarter_avg3",0.00879234675666431,0.00462880694453302,0.00438254772107519
"vm_status01",0.00780413614829624,0.0115054305220586,0.00272691858200234
"mpayroll",0.00733260247135423,0.0128414783519392,0.00467471756914686
"vm_msaldototal",0.00712058224322258,0.00407353661390272,0.00535644721464745
"cpayroll_trx_min6",0.00680084564628303,0.00783398790008476,0.00194779898714453
"mcomisiones_otras_min24",0.00653534770797585,0.00694641074477872,0.00837553564472147
"mcaja_ahorro",0.00637077453309674,0.00242922225678273,0.00399298792364628
"mcomisiones_mantenimiento_delta1.x",0.00556910322752273,0.00556878550365378,0.00428515777171796
"mcuentas_saldo_min3",0.00501957261977173,0.00920662346127877,0.00525905726529022
"mpayroll_sobre_edad_min3",0.00494392697228184,0.00688864860851375,0.00710946630307752
"mtarjeta_visa_consumo",0.00493498451363533,0.00485036923900014,0.00496688741721854
"mcomisiones_otras_avg24",0.00485652824264706,0.0031481706888654,0.00399298792364628
"cpayroll_trx_min3",0.00483861213546266,0.00518182166642743,0.00262952863264511
"mcomisiones_avg24",0.004635366943172,0.00337531341793236,0.00409037787300351
"mcomisiones_mantenimiento_tend24",0.00449366305426399,0.00670680358042442,0.00457732761978964
"ctarjeta_visa_transacciones",0.00440294237035182,0.00421165603195157,0.00409037787300351
"mpayroll_min3",0.00433759821534519,0.00479549740656992,0.0037008180755746
"mpasivos_margen_lag1.x",0.0042377752167804,0.00137517922385939,0.00282430853135956
"mrentabilidad_delta1.x",0.00416070322462084,0.00146284526381998,0.00272691858200234
"Visa_msaldototal_tend3",0.00414599096234102,0.006502456169946,0.00710946630307752
"mtarjeta_visa_consumo_min3",0.00411999169694565,0.00358675964897787,0.00399298792364628
"vm_status01_max3",0.00402743580690231,0.00258385351194155,0.000876509544215037
"ccajas_consultas_tend6",0.00392199680515116,0.00572430044968099,0.00194779898714453
"vm_status01_max24",0.00344814664987138,0.00472518783642777,0.00194779898714453
"cproductos_tend3",0.00343340134835562,0.00344000837758472,0.0014608492403584
"Visa_mpagominimo_tend24",0.00341082816488738,0.00392767879791795,0.0055512271133619
"mrentabilidad_annual_max24",0.00334486716261897,0.00214122691454641,0.0033112582781457
"mcomisiones_mantenimiento_max24",0.00331745719752627,0.00400154266061364,0.00340864822750292
"ccomisiones_mantenimiento_tend3",0.00328836194346579,0.00131066979046669,0.000681729645500584
"vm_status05_avg3",0.00323295168850105,0.0025010062724622,0.00126606934164394
"mcuenta_corriente_avg24",0.00321861475003978,0.00196777939084181,0.00350603817686015
"ctrx_quarter_delta1.x",0.00313904371212802,0.00329396503534029,0.00467471756914686
"Visa_fechaalta_max3",0.00301692153452284,0.00241612800866654,0.00525905726529022
"ccomisiones_mantenimiento_delta1.y",0.0029433161024443,0.00170680253073637,0.000973899493572263
"mcomisiones_otras_max6",0.00294131849879619,0.00282947563292491,0.0037008180755746
"Visa_msaldototal_tend24",0.00290471897692951,0.00179480544732634,0.00311647837943124
"mprestamos_personales_lag1",0.00288513060174537,0.00179644100777337,0.0014608492403584
"Master_Fvencimiento_max24",0.00287663743014627,0.00289472717135626,0.00438254772107519
"mcomisiones_tend6",0.00286484744801035,0.00214918501463194,0.00409037787300351
"ccomisiones_otras_tend24",0.00281135647808599,0.00239666728048192,0.00409037787300351
"mcuentas_saldo_tend24",0.00275597296505109,0.003462403350034,0.00360342812621737
"mcomisiones_otras_min6",0.00271842771947259,0.00517443967420085,0.00642773665757694
"mcomisiones_otras_avg6",0.00269965824664698,0.00247033585237797,0.00272691858200234
"mrentabilidad_annual_max6",0.00266448010417554,0.00207517956610651,0.00350603817686015
"mcuenta_corriente_tend6",0.00265156388985575,0.00360117699226166,0.00389559797428905
"Visa_cconsumos_tend24",0.00261156573286955,0.00214651929521679,0.00379820802493183
"cliente_edad_avg6",0.00260561600766503,0.0044736288751352,0.00613556680950526
"mprestamos_personales_min6",0.00257609875352021,0.00157130977394275,0.000973899493572263
"mcuenta_corriente_min24",0.00257428658501875,0.00293513283780278,0.00350603817686015
"cproductos_tend24",0.00254428000218819,0.00354637351161131,0.00204518893650175
"mactivos_margen",0.00253792108508631,0.00266489919379417,0.00340864822750292
"mactivos_margen_min24",0.00253193049668242,0.00185967616869838,0.00486949746786132
"ctrx_quarter_tend3",0.00250193082967786,0.00775315215584175,0.00633034670821971
"vmr_mpagominimo",0.00249535453453225,0.00362109665382543,0.00486949746786132
"cprestamos_personales",0.00246024815904312,0.00136095228910526,0.00116867939228672
"mcaja_ahorro_max3",0.00245511735851387,0.000562823202306568,0.0014608492403584
"Visa_mconsumospesos_max24",0.0024461630698688,0.00199279126000633,0.00467471756914686
"vm_msaldopesos_min3",0.00242102541744394,0.00192365831693204,0.00233735878457343
"Master_msaldototal_tend6",0.00241968957121322,0.00989205510987239,0.00272691858200234
"Master_mlimitecompra_tend24",0.00241629117118232,0.00255156217822026,0.00525905726529022
"mcomisiones_mantenimiento_min24",0.00239861373573027,0.00470546834793362,0.00214257888585898
"cdescubierto_preacordado",0.00238869945230852,0.00104270151973396,0.000486949746786132
"ctarjeta_visa_transacciones_tend24",0.00237014465143766,0.00273728861095254,0.00340864822750292
"ccomisiones_otras_min6",0.00234469736053752,0.00161007499767226,0.00233735878457343
"ctarjeta_visa_debitos_automaticos_tend24",0.00234427124399684,0.00288259473042832,0.00292169848071679
"cmobile_app_trx_tend24",0.00233144223833235,0.00294136261431146,0.00379820802493183
"Master_Fvencimiento",0.00233088254325341,0.00211447207499507,0.00447993767043241
"mcuentas_saldo_delta1.x",0.00231552144297465,0.00241439480281969,0.00243474873393066
"Visa_mpagominimo_tend6",0.00231149900371123,0.0028515337287448,0.00409037787300351
"chomebanking_transacciones_tend24",0.00230408821179349,0.00251338282688969,0.00428515777171796
"mactivos_margen_min6",0.00224996674834531,0.00245256438961028,0.00253213868328788
"vm_msaldopesos",0.00224601395662808,0.00255473565371449,0.00477210751850409
"ccallcenter_transacciones_avg24",0.00223347713166426,0.00359618243006074,0.0055512271133619
"Visa_mlimitecompra_tend24",0.00219988930546079,0.00193855412267495,0.00418776782236073
